"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","ClaimFreq"
"10643","1",51,6,"4","2","2","3","2",5.75,0.0667714794915137
"10644","2",18,10,"2","2","2","2","1",4.14,0.0429069570667054
"10645","1",54,4,"1","2","4","3","1",3.85,0.0292515408524936
"10646","1",18,5,"1","2","2","1","3",2,0.00171987785034289
"10647","1",18,6,"4","2","2","2","2",2.84,0.0134208582483949
"10648","1",34,5,"4","1","4","3","1",2.64,0.00777341357495725
"10649","1",31,6,"4","2","3","3","1",1.57,2.87364271307412e-05
"10650","1",50,6,"2","2","3","3","2",4.17,0.0390695436952877
"10651","2",41,1,"3","2","3","3","1",2.97,0.0123136139666167
"10652","1",63,7,"2","2","2","2","2",3.07,0.0159623223313991
"10653","2",41,5,"1","2","2","1","3",2.75,0.0102559299862591
"10654","2",63,5,"2","2","3","3","2",2.86,0.0116681233741653
"10655","1",40,6,"4","1","3","2","2",5.22,0.0592957009331082
"10656","1",50,3,"1","2","1","3","3",3.47,0.0222149958715829
"10657","2",48,6,"2","2","3","3","3",2.74,0.0107127854478561
"10658","2",44,6,"3","2","2","3","2",3.48,0.0216114649930495
"10659","2",18,3,"2","2","2","3","1",1.49,1.37335687038868e-05
"10660","2",48,2,"1","2","2","3","1",1.65,7.02074245458041e-05
"10661","1",57,8,"3","1","2","3","2",1.04,1.48588082233068e-53
"10662","2",22,3,"4","2","3","3","2",2.03,0.00131524112261573
"10663","1",54,5,"1","2","2","3","2",6.38,0.0772248492992074
"10664","1",46,4,"3","1","2","1","2",2.45,0.00512183313491048
"10665","1",44,7,"2","2","2","1","2",2.05,0.0016425312287212
"10666","2",49,5,"1","2","2","3","1",2.68,0.00784870998881713
"10667","1",26,0,"4","2","3","2","1",3.67,0.0273088600490503
"10668","2",34,6,"1","2","4","3","2",3.87,0.0298352209380152
"10669","2",27,9,"2","2","2","3","2",1.93,0.000851863563337133
"10670","1",59,0,"4","2","3","3","2",2.88,0.0114087910073442
"10671","2",42,4,"1","2","1","2","2",1.77,0.000220021417004046
"10672","1",46,3,"2","2","3","1","2",0.33,63.5306362306515
"10673","2",34,3,"2","2","2","2","2",3.43,0.0233702748684406
"10674","1",23,5,"3","1","1","3","3",1.64,7.59435723097876e-05
"10675","1",57,6,"3","2","3","1","3",0.74,5262898.47844122
"10676","1",49,7,"1","2","3","3","2",4.21,0.0371483207606096
"10677","1",44,1,"3","1","2","1","3",0.75,10082180.8089102
"10678","2",52,6,"2","2","1","3","2",3.11,0.0150637531586667
"10679","1",81,3,"3","2","3","3","1",3.06,0.0158357969435668
"10680","2",45,5,"1","2","1","3","1",1.7,0.000105706181255641
"10681","1",35,5,"1","2","1","1","1",2.21,0.00238750399811327
"10682","2",49,3,"3","2","2","3","2",3.52,0.0221191927153842
"10683","1",35,8,"4","1","1","1","3",3.73,0.0286095011004279
"10684","1",27,2,"3","1","3","3","1",4.56,0.0440362898628787
"10685","1",44,6,"1","2","4","1","2",0.45,361.242622139939
"10686","1",44,6,"2","2","3","3","2",4.2,0.0401624918250796
"10687","2",32,8,"4","2","1","2","1",3.39,0.0191694549151608
"10688","1",36,3,"4","1","4","1","2",1.88,0.000603371159815428
"10689","1",54,10,"2","2","2","3","2",5.64,0.0671253740697317
"10690","1",25,10,"4","2","4","1","3",3.16,0.0179869823135677
"10691","2",25,7,"2","1","1","3","1",2.19,0.00241209941915092
"10692","2",20,9,"4","2","1","3","1",3.71,0.0255130860362273
"10693","1",47,7,"2","2","2","3","1",2.34,0.00421043243708811
"10694","2",39,5,"3","2","3","1","2",2.51,0.00579924376545747
"10695","2",51,7,"3","2","3","1","2",0.7,645843.943484441
"10696","1",50,5,"1","2","2","3","1",1.37,2.80506280474285e-07
"10697","2",36,0,"2","1","2","3","1",1.33,8.64278206988817e-08
"10698","2",75,6,"1","2","3","3","2",0.26,34.0292218038388
"10699","1",63,2,"2","1","2","2","2",2.93,0.013418198000523
"10700","2",43,3,"1","1","4","3","1",3.86,0.0297486351772135
"10701","1",23,4,"2","2","3","2","2",5.49,0.0690618498118827
"10702","1",59,5,"1","2","2","2","1",4.17,0.0360467343740154
"10703","2",61,1,"2","1","2","2","3",3.16,0.0186873753900828
"10704","1",26,7,"2","2","2","3","3",4.66,0.0528356362354666
"10705","1",40,6,"2","2","4","3","2",1.47,6.26835680224183e-06
"10706","2",42,4,"3","2","2","3","1",2.81,0.00976659151019945
"10707","1",52,7,"2","1","4","1","1",4.5,0.0460648832843749
"10708","2",51,9,"1","2","4","2","3",5.09,0.056401118755021
"10709","1",58,6,"1","1","2","3","2",3.2,0.0170294185839205
"10710","2",61,5,"1","2","4","1","1",3.27,0.0177347514482176
"10711","1",46,3,"2","1","2","3","2",2.85,0.0121208090048993
"10712","1",32,11,"3","1","2","3","2",0.15,12.3345644990457
"10713","1",44,7,"1","1","1","3","2",3.72,0.0259245202188505
"10714","1",34,3,"4","2","2","3","1",3.39,0.020868082780983
"10715","1",35,1,"3","2","3","3","1",0.89,544931789857009664
"10716","2",46,8,"4","2","2","2","2",3.44,0.0214206287499594
"10717","2",45,10,"2","1","3","3","1",0.79,419155640.738804
"10718","2",23,4,"3","2","3","1","2",3.59,0.0251700045035905
"10719","2",49,5,"1","2","1","3","1",0.45,441.373378078388
"10720","1",44,7,"4","2","3","3","2",0.08,6.46483011741026
"10721","2",23,2,"1","2","1","3","3",3.28,0.0188274530475297
"10722","1",53,5,"3","2","2","3","1",2.95,0.0119914565022877
"10723","2",48,5,"4","1","3","1","2",3.15,0.016375372228427
"10724","1",43,2,"3","2","3","3","1",0.18,16.0121998332717
"10725","1",18,4,"3","2","1","1","1",3.97,0.0349999488258068
"10726","1",18,3,"1","2","3","3","2",2.19,0.00315250594006873
"10727","2",63,4,"2","2","4","3","1",2.97,0.0133298032921304
"10728","2",32,1,"1","1","4","1","2",2.31,0.00352480513922595
"10729","1",30,7,"4","1","2","3","3",6.44,0.0837699999892953
"10730","1",41,7,"3","2","2","3","2",1.7,0.000130637439182518
"10731","2",38,4,"4","1","3","3","1",0.97,2.62829616020348e+67
"10732","1",51,7,"3","2","3","2","1",0.08,6.57738466933439
"10733","1",18,2,"4","2","3","3","3",4.03,0.0415292024414782
"10734","2",24,0,"1","2","4","3","3",3.88,0.0324376427827327
"10735","2",66,6,"3","2","3","3","2",3.22,0.0163980873561714
"10736","2",26,9,"3","2","3","3","3",1.14,3.0223787209447e-16
"10737","2",18,7,"1","1","1","3","1",3.53,0.0252257251678189
"10738","1",33,7,"3","1","2","2","2",3.78,0.0287143138831457
"10739","1",37,1,"3","2","2","3","3",2.07,0.00164101704811175
"10740","1",27,8,"3","2","2","2","2",5.16,0.0561958679950566
"10741","1",51,4,"3","1","3","3","1",4.14,0.0351282864406441
"10742","1",37,1,"1","1","1","3","1",4.33,0.0376464316790617
"10743","2",21,9,"2","2","4","3","1",4.52,0.0463397306861152
"10744","1",40,7,"4","2","4","2","2",2.65,0.0080630043618241
"10745","1",32,8,"3","2","3","1","2",1.39,5.94130717761028e-07
"10746","1",45,4,"4","1","2","2","3",3.1,0.0170158396507554
"10747","2",56,0,"3","1","2","3","3",4.39,0.0416455679508601
"10748","1",57,0,"2","2","3","3","2",4.25,0.0406714793741759
"10749","2",47,6,"2","2","3","2","1",1.8,0.00036600512272595
"10750","1",53,6,"3","2","3","3","2",4.41,0.0402642287378869
"10751","1",29,7,"2","2","1","2","2",2.02,0.00128108010052573
"10752","2",24,2,"2","1","1","3","2",2.52,0.00605945194395869
"10753","2",60,5,"2","2","1","2","1",3.35,0.0194676918642069
"10754","2",51,3,"2","1","2","1","2",5.15,0.0591890007410838
"10755","2",22,9,"2","2","3","3","2",2.81,0.0115419090889689
"10756","2",56,6,"2","2","1","2","1",2.95,0.0123149184087468
"10757","1",43,4,"2","2","1","2","3",3.63,0.0284044990881289
"10758","2",42,1,"2","2","2","1","2",1.58,4.01751300633731e-05
"10759","2",50,6,"3","2","1","2","2",1.18,1.72419388516463e-13
"10760","1",75,6,"1","2","3","2","2",2.57,0.0068620290362006
"10761","1",54,5,"2","2","2","3","3",2.71,0.010328703004107
"10762","2",20,9,"3","2","2","3","3",4.27,0.0403192180686091
"10763","1",58,2,"1","2","3","3","3",4.58,0.0465915121198643
"10764","2",45,6,"4","1","1","1","2",3.88,0.0288782481554831
"10765","2",19,6,"3","1","1","3","1",1.94,0.000716854016007624
"10766","2",54,6,"4","1","2","3","2",2.22,0.0025570295368016
"10767","1",42,5,"1","2","3","1","2",2.36,0.00429276795971736
"10768","2",41,6,"2","1","3","2","2",0.4,152.163513466087
"10769","1",82,7,"1","2","3","2","1",1.35,2.41520157870507e-07
"10770","1",38,3,"3","2","1","1","2",3.84,0.0281947240308982
"10771","2",50,6,"3","2","2","2","2",2.25,0.00275428276733562
"10772","1",20,8,"2","2","2","1","3",2.95,0.0159960313007646
"10773","2",26,6,"1","2","1","3","2",2.78,0.00893728886304822
"10774","1",18,7,"1","2","3","1","1",0.97,1.83782451968571e+64
"10775","1",18,5,"4","2","3","3","1",0.35,74.1600245760839
"10776","1",32,7,"2","2","3","1","3",6.46,0.0894200286951279
"10777","2",48,6,"3","2","3","3","2",2.18,0.00214667605026334
"10778","1",26,3,"2","2","2","1","2",4.42,0.0457537693474929
"10779","2",49,6,"4","2","2","1","2",4.77,0.0481491257972022
"10780","1",34,8,"3","1","2","3","2",2.54,0.00619655289824464
"10781","1",75,4,"4","2","4","1","2",2.66,0.00817082213051643
"10782","1",43,2,"2","1","3","3","1",3.75,0.0304757664985521
"10783","1",35,8,"3","2","1","3","2",4.54,0.040951360333984
"10784","1",41,5,"3","2","1","1","2",1.44,1.91416702857615e-06
"10785","2",23,7,"1","2","2","3","1",2.74,0.00919655433783401
"10786","1",25,4,"1","2","2","2","3",2.49,0.00644895735794843
"10787","1",44,1,"3","2","1","1","2",0.08,6.74813476081212
"10788","1",36,5,"3","2","1","2","3",3.79,0.028853476945415
"10789","1",28,1,"3","2","1","3","2",3.07,0.0134270889044487
"10790","1",42,4,"2","2","3","2","2",1.19,3.57847217185859e-12
"10791","1",47,8,"1","2","1","1","2",2.97,0.0121459610858952
"10792","2",48,2,"3","2","2","3","2",3.74,0.0261519496506251
"10793","2",37,6,"3","2","2","3","3",5.23,0.0588892223338775
"10794","2",44,6,"2","2","2","3","2",2.87,0.0121202679693101
"10795","1",20,3,"2","2","3","3","3",3.41,0.0258535215349217
"10796","2",34,8,"2","2","2","3","2",3.32,0.0206959917479702
"10797","2",57,9,"3","2","1","1","1",5.55,0.0576589952528185
"10798","1",48,0,"2","2","3","3","3",5.41,0.0681786892338255
"10799","1",41,4,"2","2","4","3","1",4.51,0.0463614282019434
"10800","1",33,4,"4","2","4","1","1",4.5,0.0438093392955039
"10801","1",72,4,"4","2","1","2","1",4.24,0.0356639061743558
"10802","1",45,9,"1","2","3","2","1",4.64,0.0459858344194685
"10803","2",40,7,"1","2","2","2","3",7.46,0.0992041757549631
"10804","2",31,1,"3","1","1","3","2",4.9,0.0469565373498125
"10805","2",53,5,"1","2","3","3","3",2.14,0.00212398689053851
"10806","1",35,3,"4","1","2","1","1",2.05,0.00146043982807538
"10807","2",29,6,"4","1","2","1","2",2.77,0.00989367944155578
"10808","1",59,1,"3","2","1","1","3",1.82,0.000349753831750449
"10809","1",34,3,"1","2","1","3","1",4.95,0.0493238097162591
"10810","1",49,3,"4","1","1","3","2",3.46,0.020860163571259
"10811","2",45,7,"1","2","2","2","2",2.8,0.00992518154708963
"10812","1",61,8,"2","2","4","2","1",4.95,0.0543794880006591
"10813","1",56,6,"1","2","2","2","1",5.21,0.0565284174497327
"10814","2",47,9,"1","1","2","1","1",1.64,6.75183729617254e-05
"10815","1",42,5,"3","1","3","2","3",3.53,0.0257486661872943
"10816","1",52,6,"2","2","2","3","2",3.51,0.0247387505230857
"10817","2",80,3,"4","1","2","1","1",2.05,0.00140134752804955
"10818","1",41,2,"1","1","3","3","3",2.24,0.00326691752074515
"10819","1",32,9,"4","2","4","3","2",2.45,0.00511896932376416
"10820","2",34,7,"3","2","3","3","2",0.46,467.498322758824
"10821","2",30,7,"2","2","2","3","2",4.01,0.035081033279376
"10822","1",43,5,"4","2","4","3","3",4.48,0.0457518771749306
"10823","2",70,4,"1","2","1","1","2",2.81,0.00917866429708867
"10824","2",52,5,"3","1","4","1","2",5.76,0.0654840523364137
"10825","1",38,4,"2","2","3","3","1",0.08,6.21398346086825
"10826","2",43,6,"2","1","2","1","3",2.73,0.0110897346049124
"10827","1",33,4,"1","1","1","2","2",3.97,0.0314156827749434
"10828","1",31,2,"2","1","3","3","3",1.16,5.88277353363028e-14
"10829","1",36,6,"1","2","2","2","2",2.69,0.00867028121482886
"10830","1",41,8,"3","2","2","3","1",2.28,0.00311111873311059
"10831","2",52,8,"2","2","4","2","1",6.54,0.0827733097561029
"10832","2",45,6,"4","2","2","2","1",3.57,0.023906868708729
"10833","2",58,9,"1","2","1","3","3",6.09,0.0706536190206469
"10834","2",42,7,"1","2","4","3","1",3.01,0.0132602498019667
"10835","2",22,4,"1","2","4","3","2",2.43,0.00495237296925833
"10836","1",21,5,"2","2","2","3","1",2.6,0.00820731704380045
"10837","1",46,6,"4","2","3","3","2",0.08,6.48528729841903
"10838","1",40,8,"2","2","2","2","1",6.08,0.0777652799084456
"10839","1",33,2,"3","2","2","3","3",4.23,0.0392075269433245
"10840","2",48,4,"1","2","3","3","2",5.12,0.0542725449144648
"10841","1",49,4,"2","1","2","1","1",3.77,0.0309925149753902
"10842","2",30,4,"1","2","2","2","2",3.73,0.0275174367722417
"10843","2",37,4,"3","2","2","2","1",2.83,0.0102573135587521
"10844","2",43,0,"1","2","4","2","2",2.62,0.00741870583257467
"10845","1",42,7,"4","1","3","3","3",5.35,0.0641848764056668
"10846","1",33,4,"2","2","2","1","2",4.19,0.0405207065470896
"10847","2",29,4,"2","1","2","3","1",3.64,0.0275395595588847
"10848","2",25,2,"1","2","1","1","3",2.6,0.00713629962010746
"10849","2",32,5,"2","2","1","3","2",1.99,0.00103099203098595
"10850","1",58,0,"2","2","2","3","2",4.07,0.0366298428374281
"10851","2",40,5,"2","2","3","3","2",4.29,0.041502841697109
"10852","1",41,3,"1","2","4","3","1",4.12,0.035456962737906
"10853","2",29,1,"2","2","3","3","3",3.22,0.0202564426131095
"10854","2",59,2,"2","2","3","3","2",5.19,0.0581323917768226
"10855","2",41,4,"2","2","3","3","3",2.36,0.00501168549887204
"10856","1",82,4,"2","2","1","3","2",0.08,6.09434173828052
"10857","2",18,5,"4","2","2","1","2",3.95,0.0371107451579746
"10858","1",34,2,"1","2","2","1","3",1.75,0.000260702943664106
"10859","1",52,6,"1","1","3","3","2",3.04,0.014264598922218
"10860","2",55,4,"2","2","3","1","2",1.61,5.79692677659729e-05
"10861","1",18,9,"1","2","2","3","1",5.28,0.0652002090239335
"10862","1",22,0,"1","2","2","3","2",1.27,3.2541074702225e-09
"10863","2",58,6,"2","2","1","3","2",0.08,6.59492357657074
"10864","2",32,8,"1","2","3","1","3",4.63,0.0485199641449136
"10865","2",63,2,"2","1","1","3","3",3.9,0.0320734016970543
"10866","2",45,4,"1","2","2","3","1",4.44,0.040677917582601
"10867","2",36,3,"3","2","3","2","1",1.69,0.000114610425773531
"10868","2",18,8,"2","2","3","3","3",3.79,0.037796229174386
"10869","2",46,5,"3","1","4","3","2",5.43,0.059105633843986
"10870","1",64,8,"3","2","4","3","3",5.2,0.0575537077127885
"10871","2",55,2,"2","2","2","3","3",2.33,0.00433395390778566
"10872","1",28,3,"3","2","2","3","2",2.32,0.00358044610650048
"10873","2",65,5,"2","1","3","1","3",2.82,0.0123604714421865
"10874","2",42,7,"1","1","3","3","1",1.02,1.1665985363165e-104
"10875","1",37,6,"3","2","2","3","2",5.27,0.0577064679506777
"10876","1",71,6,"4","2","2","3","2",0.82,24876841023.9592
"10877","1",18,3,"2","2","3","3","1",4.6,0.0550234345399733
"10878","2",48,4,"4","2","1","3","2",0.55,3312.64071190807
"10879","2",49,7,"3","2","2","3","1",7.71,0.0947971944001245
"10880","1",42,1,"2","2","2","1","2",5.55,0.0683193776423639
"10881","2",43,7,"1","2","3","3","2",1.62,5.39572885742565e-05
"10882","1",33,3,"1","1","3","3","2",3.65,0.0265500388112458
"10883","2",56,12,"1","1","2","2","1",1.87,0.000472875396124957
"10884","2",40,6,"4","2","2","3","2",4.85,0.0497476404622633
"10885","1",41,7,"4","2","1","1","2",3.89,0.0297945681185421
"10886","1",45,7,"4","1","2","2","1",1.89,0.000609765010023715
"10887","1",63,4,"2","2","3","1","2",2.82,0.0115834233146239
"10888","1",28,4,"1","2","1","3","1",2.47,0.00491737404556646
"10889","2",36,4,"3","2","3","2","1",4.7,0.0461449026757555
"10890","2",18,6,"1","2","3","3","1",1.27,5.24095898063096e-09
"10891","1",34,7,"1","1","2","1","2",0.35,86.7938940391982
"10892","1",45,7,"3","1","4","3","3",3.19,0.0178485929062845
"10893","1",36,4,"1","2","3","3","3",4.21,0.0401695748043902
"10894","2",18,4,"4","2","3","1","1",2.6,0.00875060705359929
"10895","2",45,4,"2","1","2","2","2",0.13,9.67566080301571
"10896","2",35,8,"3","2","1","3","3",1.49,6.24127064498925e-06
"10897","1",58,3,"1","2","2","3","2",4.15,0.0355184481092662
"10898","1",18,5,"2","2","3","3","3",4.38,0.0534196543812381
"10899","1",70,10,"2","2","2","3","3",4.23,0.0413139903378534
"10900","1",66,6,"2","1","3","3","2",2.66,0.00876755359024692
"10901","1",27,1,"3","2","3","3","3",2.35,0.00431253698135959
"10902","1",34,5,"1","2","2","3","2",2.57,0.0067567151740313
"10903","1",48,13,"2","2","1","3","3",4.58,0.0466148461729488
"10904","2",35,4,"4","2","2","1","2",3.13,0.0160070947051883
"10905","2",68,2,"1","2","3","1","2",2.41,0.00442582637924678
"10906","2",61,6,"2","2","1","3","3",3.18,0.0174602801333042
"10907","1",38,6,"2","2","3","3","1",2.33,0.00427093039571902
"10908","2",51,9,"1","1","2","3","2",4.5,0.0420411263667906
"10909","1",39,5,"1","1","3","3","1",2.79,0.0102237020536042
"10910","2",51,4,"4","2","3","3","2",2.74,0.00892578678287018
"10911","2",47,7,"1","1","3","2","3",2.08,0.00175729269826957
"10912","1",25,2,"3","2","3","3","2",3.95,0.0317776308969801
"10913","1",71,9,"3","2","4","2","3",3.9,0.0318143211466477
"10914","2",55,5,"1","2","1","3","2",3.59,0.0222683893340875
"10915","1",64,7,"1","1","2","1","1",1.43,1.78062751435228e-06
"10916","1",27,7,"2","2","3","3","3",3.68,0.0311993295082169
"10917","1",46,6,"1","1","3","1","1",1.84,0.000447674242116865
"10918","1",52,1,"3","1","1","3","1",4.18,0.0332507494636747
"10919","2",64,3,"3","1","4","3","1",2.6,0.00645864305897168
"10920","1",60,5,"4","2","4","3","3",3.3,0.0200588407660293
"10921","2",62,1,"3","2","2","3","2",2.88,0.0104399341859182
"10922","1",49,0,"2","2","3","2","2",4.43,0.045395010363738
"10923","1",41,2,"3","2","2","2","1",2.2,0.00243487756549483
"10924","1",62,7,"1","2","4","2","2",1.91,0.000652874464752174
"10925","2",60,7,"1","2","2","3","2",2.44,0.00465222583892951
"10926","1",56,7,"4","2","4","2","2",4.34,0.0397364225642002
"10927","1",21,1,"2","2","2","3","3",3.8,0.0342908222431779
"10928","1",38,8,"2","1","2","3","1",2.61,0.00813564010506959
"10929","2",64,3,"2","1","2","3","2",3.93,0.0328939344648853
"10930","2",28,5,"1","2","4","3","3",3.23,0.0187936944447529
"10931","2",46,8,"4","2","3","2","1",3.49,0.022330324573319
"10932","1",50,6,"1","2","1","3","3",2.78,0.0097318726095456
"10933","1",29,5,"3","2","2","1","2",2.64,0.00775748342914489
"10934","2",53,10,"3","1","3","1","2",3.43,0.0205454391582503
"10935","1",41,6,"2","2","2","2","2",3.94,0.0350798830712237
"10936","2",62,2,"2","2","4","3","2",5.53,0.0640294094510223
"10937","1",60,4,"1","1","3","3","3",0.08,6.29560369591248
"10938","1",28,8,"2","1","3","3","1",1.41,1.50221570886537e-06
"10939","1",59,3,"3","1","4","1","2",2.23,0.00268207553234353
"10940","1",26,4,"1","2","2","2","1",1.23,1.37633626429031e-10
"10941","2",28,4,"2","1","2","2","2",2.8,0.0113613927728122
"10942","1",51,7,"3","2","4","3","2",2.57,0.00634454183204313
"10943","2",42,4,"3","1","4","3","2",2.15,0.0019853217371235
"10944","1",79,7,"3","2","2","1","2",0.08,6.49119963267952
"10945","1",52,6,"2","2","2","2","2",3.42,0.023216991554414
"10946","2",57,6,"3","2","3","2","3",1.57,3.00695222767185e-05
"10947","1",40,4,"4","2","1","3","1",0.85,6782117929189.09
"10948","1",27,5,"1","2","2","3","2",1.97,0.000965268186382589
"10949","1",64,5,"1","2","3","2","3",4.34,0.0423141841895725
"10950","1",48,6,"1","2","2","3","2",3.02,0.0137690482257094
"10951","2",42,3,"2","1","3","3","3",3.97,0.0372552218050192
"10952","2",46,3,"3","2","2","1","1",3.46,0.0212217128996041
"10953","1",47,5,"4","2","3","2","3",2.33,0.00425805569291731
"10954","1",39,4,"1","2","4","1","2",2.73,0.0093584718451555
"10955","1",49,4,"1","2","2","2","2",4.28,0.0389794277641221
"10956","2",40,8,"1","2","2","2","2",1.36,2.08219831868596e-07
"10957","2",40,6,"2","2","2","2","1",4.26,0.0408176637025553
"10958","1",52,9,"4","1","3","3","3",3.56,0.0258207285451772
"10959","1",22,6,"1","2","3","3","2",4.46,0.043988124013401
"10960","1",41,7,"2","2","3","2","1",3.12,0.0175230734811603
"10961","2",46,4,"1","1","2","1","2",4.32,0.0394903049237867
"10962","2",46,7,"4","2","2","1","2",2.45,0.00503260975697767
"10963","1",47,3,"3","2","3","1","2",4.06,0.0341346977641146
"10964","1",70,6,"2","2","1","3","2",0.63,28490.3385995059
"10965","1",38,2,"4","2","2","1","1",3,0.0137961091624325
"10966","1",61,11,"3","2","3","2","2",2.73,0.0084920060004423
"10967","2",68,2,"1","2","2","1","1",0.4,185.765539432806
"10968","1",42,3,"2","2","1","3","3",4.82,0.0533514773172291
"10969","1",41,0,"4","2","2","3","1",2.62,0.00750843832024629
"10970","2",59,9,"1","1","3","1","3",0.97,2.93086269582035e+66
"10971","2",61,8,"2","2","3","2","1",4.72,0.0491309043413622
"10972","1",62,2,"4","2","4","3","2",3.28,0.0181056475891637
"10973","2",71,8,"3","2","2","3","3",4.74,0.0477250964007484
"10974","2",47,9,"3","2","1","2","1",2.29,0.00276320429618616
"10975","2",69,2,"4","2","1","2","2",2.71,0.00763471740364492
"10976","2",35,4,"3","2","3","3","2",2.9,0.0113655482291604
"10977","2",44,9,"3","2","4","3","2",2.3,0.00316119906798681
"10978","1",21,7,"1","1","2","3","2",3.7,0.0281499802505384
"10979","2",40,7,"3","2","2","3","2",4.73,0.0462550157679956
"10980","1",43,7,"4","1","3","3","2",1.36,2.35666324429763e-07
"10981","1",42,7,"1","2","3","2","3",3.93,0.0345829083960446
"10982","2",51,10,"3","2","2","3","2",4.32,0.0369622245670231
"10983","1",37,4,"1","2","2","3","1",2.03,0.00126824701838883
"10984","1",40,3,"4","1","3","1","1",1.98,0.00106656700794164
"10985","2",58,6,"1","1","2","3","2",2.72,0.00851968321077731
"10986","1",48,4,"2","2","2","3","3",2.53,0.00744673896046563
"10987","2",28,5,"4","1","1","1","2",3.84,0.0285398320047216
"10988","1",65,4,"2","2","4","3","2",5.91,0.0726863517922051
"10989","1",35,9,"2","2","4","2","1",2.26,0.00345285871504092
"10990","1",29,6,"2","1","2","1","2",2.42,0.00564083669924291
"10991","1",43,1,"1","2","2","3","2",5.35,0.0597908032560922
"10992","1",21,9,"1","2","2","3","2",0.93,1.13272758253635e+28
"10993","1",45,0,"1","2","3","2","2",4.85,0.0510166650402224
"10994","2",43,6,"1","2","2","1","1",3.99,0.0327227608065787
"10995","1",58,0,"4","2","2","3","1",3.99,0.0323274340433885
"10996","2",50,5,"2","2","2","3","1",0.8,1282456631.97661
"10997","1",43,1,"1","2","2","2","2",6.39,0.079072208675932
"10998","1",36,5,"4","2","2","3","2",4.83,0.0502230406445425
"10999","2",27,5,"4","2","3","3","1",1.88,0.000550647804206461
"11000","2",43,1,"1","2","3","3","3",2.95,0.0134531311838605
"11001","1",43,8,"3","2","1","3","2",2.91,0.0108553846007901
"11002","2",73,2,"1","1","2","3","3",2.31,0.00370596812330522
"11003","1",67,5,"2","2","3","2","1",3.3,0.0205114514906268
"11004","2",38,0,"1","1","2","3","1",2.03,0.00124646205726073
"11005","2",25,4,"2","2","3","3","2",3.05,0.0157587593717251
"11006","2",44,6,"3","1","1","3","1",3.71,0.0244601013692063
"11007","1",23,8,"3","2","3","1","1",4.58,0.0457714039130034
"11008","1",33,8,"1","1","3","1","2",0.08,6.37846721925018
"11009","1",18,10,"1","2","2","2","2",4.57,0.0506758776372492
"11010","1",38,3,"2","2","1","3","1",2.1,0.00175640566027952
"11011","1",44,4,"2","2","3","2","2",4.38,0.0445736206122605
"11012","1",43,4,"2","1","3","3","2",5.55,0.0686394986494396
"11013","1",59,8,"1","2","1","3","3",3.2,0.016767836608813
"11014","2",35,4,"4","2","2","1","2",2.45,0.00516966862715252
"11015","2",37,6,"2","2","3","1","2",5.11,0.0592004352704016
"11016","2",59,8,"4","1","2","3","2",2.09,0.00154550031346263
"11017","1",18,5,"1","2","4","3","1",2.65,0.00950201998470397
"11018","1",45,9,"1","1","1","3","1",3.12,0.0144170943319604
"11019","2",42,7,"2","1","4","1","2",0.39,134.514536498542
"11020","2",66,5,"4","2","1","3","1",3.94,0.0285420395705021
"11021","1",20,7,"3","2","2","2","2",2.79,0.0103081727180195
"11022","1",38,9,"2","2","3","3","2",1.51,1.37782835131363e-05
"11023","2",44,2,"2","2","1","3","2",0.75,14677815.972022
"11024","2",61,1,"3","2","3","3","3",3.54,0.0236946247432966
"11025","1",60,3,"1","1","4","1","1",5.12,0.0550816309313186
"11026","1",45,9,"3","2","3","2","1",4.16,0.0356042168006207
"11027","2",53,6,"4","2","3","3","2",3.97,0.0315708574824837
"11028","2",47,6,"3","2","3","3","1",3.8,0.0274810471117656
"11029","2",46,8,"1","2","4","3","3",2.06,0.00152108184991987
"11030","1",47,9,"2","1","3","3","2",4.42,0.044566695675609
"11031","2",43,2,"3","2","4","3","2",3.11,0.0147057384596432
"11032","2",35,4,"1","2","2","3","1",3.64,0.0251601357902828
"11033","2",36,4,"2","2","3","3","2",1.61,5.89878727448309e-05
"11034","1",47,6,"4","2","1","2","1",4.88,0.0481652668155543
"11035","1",61,4,"2","2","1","3","2",2.29,0.00328822964372427
"11036","1",56,0,"2","2","2","3","2",7.2,0.0952921346284174
"11037","2",53,4,"1","1","2","2","2",3.34,0.0195428383027999
"11038","2",76,2,"4","1","4","2","2",2.12,0.00183367007391193
"11039","1",32,4,"4","2","2","1","2",4.36,0.0414009323503247
"11040","1",22,5,"3","1","2","1","3",3.43,0.0242556144427927
"11041","1",57,1,"1","1","3","3","1",1.2,4.81007266860922e-12
"11042","1",23,13,"1","1","4","1","1",2.01,0.00120802644028952
"11043","2",35,5,"2","2","2","2","1",2.67,0.00887899594367409
"11044","1",43,6,"3","2","2","3","2",4.97,0.0519622182056682
"11045","1",67,7,"2","2","2","3","1",4.42,0.0431361268657024
"11046","1",31,2,"1","1","2","3","3",1.62,6.78865637257651e-05
"11047","2",30,1,"2","2","3","3","1",4.52,0.0454658883582562
"11048","1",39,2,"4","2","3","2","2",3.43,0.0222275769841919
"11049","2",29,6,"4","2","3","2","2",0.63,26915.4410234651
"11050","2",53,6,"4","1","4","3","2",3.04,0.0137775465028536
"11051","1",39,7,"4","1","1","1","1",4.43,0.0405381245788846
"11052","1",64,5,"1","2","1","1","2",2.21,0.00230589444368862
