"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure"
"11633",1,63,5,2,1,2,3,2,5.37
"11634",1,55,11,1,2,2,2,2,2.57
"11635",1,32,5,1,2,2,3,2,0.67
"11636",1,65,3,4,2,1,3,2,2.11
"11637",1,44,10,3,1,3,2,2,1.33
"11638",2,30,4,1,2,2,1,1,5.98
"11639",1,47,12,2,1,4,3,3,0.08
"11640",2,62,1,3,1,2,2,1,2.79
"11641",1,39,5,1,2,3,1,2,3.88
"11642",1,53,6,3,1,2,1,3,2.23
"11643",1,47,9,4,2,2,2,2,4.61
"11644",1,54,7,1,2,3,1,1,0.08
"11645",1,29,6,3,2,3,2,3,1.92
"11646",1,36,3,1,2,3,2,2,4.83
"11647",2,47,4,2,2,3,1,2,0.7
"11648",1,58,2,2,1,2,1,2,1.91
"11649",1,25,7,2,2,3,3,1,4.36
"11650",2,65,5,2,1,1,3,1,1.15
"11651",2,40,7,3,1,1,3,3,4.26
"11652",2,34,6,1,1,2,2,2,3.31
"11653",2,63,6,3,2,2,3,3,2.16
"11654",1,56,0,1,2,2,3,3,6.78
"11655",2,18,3,1,2,3,2,1,3.28
"11656",1,32,1,3,2,2,3,1,1.85
"11657",1,18,3,2,1,2,1,3,0.08
"11658",1,31,1,3,2,3,3,1,3.08
"11659",1,59,9,2,1,3,3,2,4.67
"11660",1,47,6,1,2,1,3,1,3
"11661",1,50,10,1,2,4,3,1,0.41
"11662",2,70,4,3,1,2,3,2,2.93
"11663",2,48,5,1,2,1,1,3,4.29
"11664",1,44,5,4,2,3,2,3,1.19
"11665",1,44,6,3,2,1,2,2,0.28
"11666",1,29,4,3,2,3,3,1,4.75
"11667",1,70,4,4,2,2,3,2,1.2
"11668",1,27,5,1,2,3,3,1,2.07
"11669",2,41,9,3,1,2,3,2,3.18
"11670",1,47,5,1,2,2,3,2,2.38
"11671",1,49,5,3,2,2,1,2,3.28
"11672",2,60,2,4,2,3,2,1,1.94
"11673",2,41,7,4,2,3,2,2,3.2
"11674",2,61,6,1,2,2,1,2,4.24
"11675",1,54,10,2,2,3,2,3,1.24
"11676",2,32,7,2,2,4,3,2,4.62
"11677",2,30,0,1,1,2,3,3,2.97
"11678",1,63,3,1,1,2,3,2,1.68
"11679",2,46,4,3,1,2,3,3,3.76
"11680",2,44,6,1,2,2,1,1,1.89
"11681",1,46,0,3,1,1,3,1,3.29
"11682",2,26,2,1,2,2,2,1,4.83
"11683",1,32,3,1,2,4,1,1,2.1
"11684",1,47,7,4,2,2,1,2,3.87
"11685",1,20,6,1,2,2,1,2,4.63
"11686",2,78,7,4,2,3,3,2,2
"11687",1,56,6,3,2,1,3,2,7.64
"11688",2,18,3,1,2,3,3,3,2.05
"11689",2,59,7,4,2,2,1,2,2.95
"11690",1,46,0,2,2,1,3,1,2.94
"11691",1,57,6,1,2,3,2,3,4.59
"11692",2,38,9,2,2,4,2,2,2.84
"11693",1,32,5,1,1,4,2,2,0.35
"11694",1,63,4,1,2,2,2,2,3.41
"11695",2,35,6,4,2,3,3,1,0.92
"11696",2,54,4,4,1,3,3,1,4.45
"11697",1,34,3,2,1,3,3,1,5.32
"11698",2,56,4,2,2,2,3,1,4.81
"11699",1,40,5,2,1,2,3,3,6.3
"11700",2,35,7,2,2,2,3,1,2.89
"11701",2,33,5,1,1,4,1,2,1.34
"11702",2,62,10,2,2,2,3,2,1.83
"11703",1,43,4,2,2,2,1,1,0.08
"11704",1,50,6,2,2,2,1,2,3.49
"11705",2,23,3,2,2,3,3,1,2.7
"11706",2,47,5,1,2,1,3,2,2.4
"11707",2,33,3,3,2,1,1,2,3.56
"11708",1,44,3,2,2,2,1,1,1.31
"11709",1,58,6,3,1,2,3,1,1.72
"11710",1,37,3,1,2,4,1,3,2.33
"11711",2,57,5,3,2,1,2,3,0.96
"11712",1,56,11,3,2,3,3,3,3.98
"11713",2,54,6,2,2,1,1,2,3.8
"11714",1,62,8,3,2,3,3,1,2.73
"11715",1,35,6,1,1,2,3,3,0.58
"11716",1,58,1,3,2,3,1,1,4.05
"11717",2,46,1,2,2,4,3,2,4.62
"11718",1,18,0,1,1,2,3,3,0.92
"11719",2,45,5,3,1,2,1,2,4.06
"11720",2,18,4,2,1,3,1,2,4.31
"11721",1,36,2,2,1,2,1,3,4.21
"11722",1,45,5,4,1,2,2,2,0.08
"11723",1,66,3,2,2,2,3,2,4.23
"11724",1,55,4,1,2,1,1,3,7.1
"11725",1,40,6,2,1,3,3,2,4.37
"11726",1,37,2,1,1,2,1,1,4.92
"11727",2,43,6,1,2,2,1,2,5.28
"11728",1,30,5,3,2,4,3,3,1.71
"11729",1,69,2,4,2,3,2,3,0.08
"11730",1,35,4,1,2,4,1,2,4.51
"11731",1,56,7,2,2,2,3,3,2.66
"11732",1,21,0,2,1,2,1,1,0.08
"11733",2,65,8,3,2,2,3,2,0.91
"11734",1,35,12,1,2,1,3,3,0.08
"11735",1,37,8,1,2,1,2,1,1.1
"11736",2,46,4,1,1,3,2,1,4.45
"11737",1,43,3,1,2,3,3,2,1.58
"11738",2,65,7,1,1,4,3,3,1.09
"11739",1,26,0,2,2,2,3,1,4.74
"11740",1,51,4,1,1,2,1,1,4.36
"11741",1,60,6,2,1,1,1,2,5.44
"11742",1,35,6,1,2,2,3,2,1.47
"11743",2,33,7,4,2,2,3,2,0.32
"11744",1,54,4,1,2,4,3,2,2.66
"11745",2,30,7,1,2,4,3,3,1.67
"11746",2,28,1,2,2,3,3,3,0.26
"11747",2,67,6,4,2,3,3,2,3.3
"11748",2,58,8,4,1,2,3,2,1.01
"11749",1,25,6,1,1,3,3,1,0.12
"11750",2,42,7,3,2,3,3,2,2.59
"11751",2,44,7,4,2,4,3,2,1.89
"11752",1,18,3,2,1,3,3,3,2.23
"11753",1,33,10,2,1,1,3,1,4.48
"11754",2,37,8,1,2,3,3,3,1.94
"11755",1,28,8,1,2,2,3,2,2.9
"11756",1,56,8,3,1,2,1,2,3.58
"11757",2,45,9,3,2,4,2,1,4.8
"11758",1,37,4,2,2,4,3,2,1.74
"11759",2,47,7,2,2,4,3,3,3.6
"11760",2,56,9,1,2,2,3,2,2.55
"11761",2,48,7,4,1,3,3,2,2.81
"11762",1,39,6,3,2,2,1,2,2.69
"11763",1,31,8,1,2,2,2,2,4.13
"11764",1,35,4,4,1,2,3,1,3.08
"11765",1,32,2,1,2,2,1,2,4.67
"11766",1,67,5,1,2,1,2,2,3.04
"11767",1,41,5,3,2,3,1,3,4.02
"11768",1,35,4,2,2,3,3,1,3.31
"11769",1,22,5,2,1,2,3,2,1.68
"11770",2,35,5,1,2,2,3,2,2.87
"11771",1,59,6,2,1,2,2,2,4.74
"11772",1,70,7,4,1,1,2,1,2.03
"11773",2,49,5,4,2,2,3,3,1.91
"11774",1,21,7,2,2,2,3,1,1.29
"11775",1,19,6,3,2,3,3,2,2.7
"11776",1,26,6,3,2,2,1,1,1.27
"11777",1,33,6,4,1,3,3,2,1.52
"11778",1,24,4,2,2,2,3,1,1.08
"11779",2,65,8,3,2,1,3,1,3.47
"11780",1,44,3,2,2,4,1,3,1.94
"11781",2,78,1,3,2,3,3,2,6.02
"11782",2,51,5,1,2,1,3,3,4.86
"11783",1,38,4,3,2,3,3,1,4.06
"11784",1,27,5,3,2,3,1,2,3.58
"11785",2,35,5,2,1,2,3,3,4.64
"11786",1,31,5,2,2,2,3,2,5.04
"11787",1,25,2,3,2,3,2,2,1.93
"11788",1,47,0,3,2,3,2,2,4.54
"11789",2,48,10,2,2,1,3,2,5.15
"11790",2,50,5,2,1,2,1,1,2.94
"11791",2,40,3,2,2,3,3,1,5.03
"11792",1,57,0,4,2,3,2,2,3.05
"11793",2,38,4,1,2,2,2,2,1.66
"11794",2,41,6,4,2,2,2,2,3.54
"11795",2,24,6,1,2,3,3,1,0.08
"11796",2,49,3,2,1,4,1,3,1.53
"11797",1,51,7,2,1,2,3,3,0.94
"11798",1,73,6,1,1,2,3,2,5.25
"11799",1,25,3,3,2,2,3,2,3.08
"11800",1,46,5,1,2,2,3,1,1.54
"11801",2,35,7,1,2,4,3,2,2.23
"11802",1,33,10,3,2,3,2,1,2.69
"11803",1,43,10,4,1,2,1,2,3.63
"11804",2,61,5,2,1,2,3,3,4.27
"11805",1,50,1,2,2,2,3,2,1.39
"11806",1,59,5,2,2,3,3,2,2.73
"11807",1,32,4,1,2,2,2,1,5.62
"11808",2,47,5,4,2,3,3,1,5.22
"11809",1,44,2,4,2,2,3,1,5.07
"11810",1,37,4,1,2,3,3,2,7.45
"11811",1,59,3,1,1,2,2,2,2.77
"11812",1,18,2,1,2,4,1,2,1.86
"11813",2,51,5,4,1,1,1,3,2.38
"11814",2,48,5,3,2,1,3,2,1.92
"11815",1,33,2,1,2,4,2,2,2.85
"11816",1,75,2,4,1,1,3,1,2.89
"11817",1,41,2,2,2,4,3,3,1.33
"11818",2,57,2,3,2,2,3,2,3.66
"11819",1,56,4,1,2,2,3,2,5.32
"11820",2,18,5,1,2,3,3,2,5.02
"11821",1,41,3,1,2,2,3,1,1.91
"11822",1,52,2,1,2,2,3,2,2.26
"11823",2,49,7,2,1,2,3,1,4.5
"11824",1,58,6,2,2,2,2,1,1.54
"11825",2,36,3,2,2,2,3,1,4.07
"11826",1,37,10,1,1,2,2,2,2.13
"11827",1,18,6,3,2,2,1,2,5.76
"11828",1,53,5,2,2,1,3,1,4.7
"11829",1,55,6,3,2,3,3,3,3.14
"11830",2,37,6,2,2,3,2,2,5.05
"11831",2,34,7,2,2,2,3,3,2.73
"11832",2,33,5,3,2,3,3,3,1.5
"11833",1,43,4,3,2,3,3,2,3.58
"11834",2,18,8,2,1,2,3,1,2.91
"11835",1,43,2,1,2,3,3,2,2.93
"11836",1,42,7,2,1,3,3,2,4.03
"11837",1,46,4,2,2,1,3,2,2.64
"11838",2,66,6,2,2,2,1,3,2.52
"11839",2,53,3,1,2,2,3,1,1.68
"11840",1,77,8,2,2,2,1,2,1.37
"11841",1,38,9,2,2,3,3,2,3.07
"11842",1,65,5,2,2,3,3,3,1.26
"11843",1,55,7,2,1,3,3,1,1.95
"11844",1,35,10,4,2,1,2,2,3.49
"11845",2,51,6,3,2,2,1,1,1.68
"11846",1,60,9,4,1,4,3,3,5.61
"11847",1,36,3,1,1,2,1,2,4
"11848",1,37,4,2,2,2,1,2,3.26
"11849",1,30,6,3,2,1,3,2,4.03
"11850",1,33,4,3,2,2,3,2,4.01
"11851",2,41,8,1,2,3,3,2,2.11
"11852",2,35,3,3,1,3,1,2,4.4
"11853",1,55,7,2,2,2,2,3,0.08
"11854",1,50,6,3,2,2,3,2,3.02
"11855",1,52,8,4,2,2,3,1,4.43
"11856",1,40,4,3,2,2,1,2,3.75
"11857",1,18,9,2,2,2,1,2,2.69
"11858",1,32,8,4,2,1,3,2,1.82
"11859",2,65,8,2,1,2,3,2,6.14
"11860",1,43,10,1,2,4,2,2,4.12
"11861",1,30,3,4,2,2,3,2,2.82
"11862",1,32,5,2,2,2,3,1,0.08
"11863",1,19,4,3,2,4,3,1,1.42
"11864",1,51,5,1,2,2,1,1,3.21
"11865",1,29,4,1,2,3,2,1,3.25
"11866",1,53,8,1,1,2,3,1,1.59
"11867",2,30,4,1,2,2,1,2,2.22
"11868",1,53,5,2,1,2,3,3,3.66
"11869",1,42,4,3,2,3,3,3,2.18
"11870",2,18,3,4,2,1,1,1,1.34
"11871",1,48,10,3,1,2,1,2,2.19
"11872",1,49,5,3,2,4,1,1,1.51
"11873",1,28,5,1,2,2,3,2,0.67
"11874",2,18,7,1,1,3,1,2,2.17
"11875",2,34,8,2,2,4,3,2,3.25
"11876",1,37,8,2,2,1,2,3,1.95
"11877",1,54,1,3,2,3,1,2,1.61
"11878",2,49,3,3,2,2,1,2,2.63
"11879",1,71,7,4,1,4,1,3,0.08
"11880",1,38,4,2,2,2,3,1,0.36
"11881",1,18,5,2,2,3,3,2,3.74
"11882",2,25,5,2,2,1,2,1,4.79
"11883",1,65,8,3,1,2,3,2,2.34
"11884",2,36,4,1,2,2,2,2,3.13
"11885",1,18,2,1,2,1,3,3,4.93
"11886",2,56,9,1,2,2,1,2,4.19
"11887",1,34,7,2,1,2,3,2,3.11
"11888",1,74,0,1,1,1,1,1,3
"11889",1,58,6,2,2,3,3,3,4.27
"11890",1,63,8,2,1,3,2,2,4.16
"11891",1,25,6,2,2,2,3,3,5.12
"11892",2,58,7,3,2,2,2,1,4.95
"11893",1,39,9,3,1,2,3,1,4.77
"11894",1,63,7,4,2,2,3,2,2.31
"11895",1,44,4,1,2,2,3,2,5.38
"11896",1,22,5,1,2,3,3,3,1.69
"11897",2,56,2,1,1,4,3,1,4.04
"11898",1,40,2,2,2,4,2,2,2.15
"11899",1,41,4,2,1,1,2,3,5.26
"11900",1,45,2,1,1,3,3,1,3.07
"11901",1,59,0,1,2,1,1,2,2.04
"11902",2,18,1,3,2,4,3,1,1.54
"11903",2,62,7,2,1,3,3,1,2.47
"11904",2,82,6,1,1,4,3,2,2.64
"11905",1,42,4,3,2,2,3,2,1.73
"11906",1,64,7,3,2,1,2,1,3.13
"11907",1,76,2,4,2,4,3,1,3.4
"11908",1,27,8,1,2,3,2,2,1.21
"11909",2,18,4,3,2,1,3,1,3.75
"11910",2,44,9,1,2,1,3,1,2.31
"11911",2,49,4,3,2,2,3,3,3.2
"11912",1,54,0,4,2,3,3,3,2.96
"11913",2,53,8,3,2,1,3,3,3.9
"11914",2,55,4,1,1,2,1,2,4.74
"11915",1,27,7,2,2,3,3,2,3.27
"11916",1,29,6,2,1,2,1,2,3.25
"11917",1,52,8,2,1,3,3,2,4.77
"11918",1,57,2,1,2,1,3,2,4.93
"11919",2,40,3,3,1,1,3,2,3.61
"11920",1,42,8,3,2,2,1,1,1.18
"11921",2,27,8,3,1,1,3,1,2.64
"11922",2,47,5,2,2,2,2,3,3.47
"11923",1,48,7,3,2,2,3,2,2.8
"11924",1,22,1,2,2,2,3,3,5.5
"11925",1,42,2,1,2,3,1,3,0.08
"11926",1,53,5,3,1,1,3,1,0.6
"11927",2,31,6,2,2,3,3,2,1.24
"11928",1,35,5,4,1,1,2,2,4.21
"11929",2,53,5,1,1,2,2,2,0.9
"11930",1,23,1,1,2,1,2,2,2.41
"11931",1,33,1,1,2,4,3,3,3.93
"11932",2,36,9,2,2,4,2,2,2.96
"11933",1,60,2,4,2,4,3,3,1.89
"11934",2,63,2,3,2,1,3,3,3.55
"11935",1,47,5,3,2,3,3,2,1.77
"11936",1,31,4,2,2,2,2,1,7.62
"11937",2,44,10,3,1,3,1,2,4.47
"11938",1,26,6,4,2,3,3,2,2.97
"11939",1,42,3,3,2,2,2,1,5.68
"11940",1,38,6,2,2,2,3,1,2.34
"11941",1,54,2,2,1,2,3,2,4.29
"11942",1,63,5,3,1,3,3,1,3.67
"11943",1,19,6,2,2,3,3,2,2.9
"11944",2,18,4,1,2,3,3,3,2.3
"11945",1,68,3,1,2,3,3,2,3.89
"11946",2,45,2,1,2,2,2,2,5.82
"11947",1,40,3,2,1,1,1,2,0.11
"11948",1,18,2,4,1,2,2,1,3.7
"11949",1,61,1,2,2,1,3,3,2.09
"11950",1,25,3,4,2,1,3,2,5.83
"11951",1,18,6,3,2,2,3,2,2.01
"11952",2,50,5,4,2,2,2,1,4.32
"11953",1,24,2,1,2,2,3,2,4.03
"11954",1,53,5,3,2,4,1,1,2.48
"11955",1,37,3,3,1,3,3,2,3.65
"11956",1,18,3,4,2,2,3,1,0.19
"11957",2,54,2,3,2,3,3,2,1.89
"11958",2,50,3,1,2,4,2,3,3.66
"11959",2,52,5,1,2,1,3,1,2.48
"11960",1,62,4,1,2,1,2,2,2.5
"11961",1,50,6,2,2,4,3,2,2.84
"11962",2,48,3,1,1,2,3,2,4.46
"11963",1,56,2,1,2,3,2,1,1.91
"11964",1,38,2,1,1,2,2,2,3.82
"11965",1,39,5,1,2,2,3,3,1.49
"11966",2,55,7,1,2,2,2,2,2.99
"11967",2,42,3,1,2,2,2,2,4.18
"11968",1,59,3,2,1,2,3,2,2.65
"11969",1,34,2,3,2,2,2,3,4.99
"11970",1,45,5,3,2,3,2,2,0.6
"11971",1,25,5,3,2,2,2,1,3.21
"11972",2,56,5,2,2,4,3,2,5.96
"11973",2,64,0,2,1,2,3,1,2.22
"11974",2,56,8,2,2,1,3,1,2.85
"11975",2,18,6,2,1,1,3,1,2.04
"11976",1,53,7,1,2,1,3,2,2.51
"11977",1,52,5,2,2,3,2,1,3.64
"11978",1,33,5,1,2,2,2,3,4.03
"11979",2,33,7,1,2,1,3,2,2.66
"11980",2,48,7,3,2,2,2,1,1.11
"11981",1,52,7,4,2,2,3,2,4.87
"11982",2,25,7,2,2,2,1,3,2.27
"11983",1,40,5,2,2,3,3,3,2.02
"11984",2,45,2,1,2,2,3,1,1.33
"11985",1,37,2,2,1,2,1,2,2.52
"11986",2,52,8,2,2,1,1,1,4.57
"11987",2,21,0,1,2,3,2,1,5.33
"11988",2,48,3,3,2,2,3,3,3.49
"11989",1,55,8,3,2,1,1,2,0.08
"11990",1,54,1,2,2,1,2,2,1.79
"11991",1,57,7,3,2,4,3,2,5.5
"11992",2,53,5,1,1,2,2,3,3.19
"11993",1,37,3,3,2,1,3,3,7.83
"11994",1,27,6,2,1,4,3,3,2.23
"11995",2,30,11,2,1,1,3,2,2.68
"11996",1,19,8,3,2,4,2,2,3.5
"11997",1,32,3,1,2,2,3,3,2.71
"11998",1,40,8,2,2,3,2,2,4.4
"11999",2,36,4,2,2,2,2,3,3.06
"12000",2,56,8,3,2,1,3,3,1.25
"12001",2,24,4,1,2,1,3,1,4.11
"12002",2,50,4,2,1,2,3,1,0.08
"12003",1,43,0,2,2,1,3,2,6.65
"12004",2,22,5,2,2,2,3,2,4.15
"12005",1,45,5,2,2,2,3,2,4.74
"12006",2,56,6,3,2,2,1,1,2.88
"12007",2,50,4,4,2,2,3,1,0.48
"12008",2,46,5,1,2,3,3,3,5.05
"12009",1,48,4,2,2,2,3,2,2.27
"12010",2,61,7,2,1,3,1,1,1.36
"12011",1,51,8,2,2,1,3,1,1.38
"12012",2,38,9,1,2,3,2,2,3.5
"12013",2,63,3,4,2,3,3,3,2.12
"12014",1,24,5,2,1,2,3,2,2.19
"12015",1,55,6,3,2,4,1,2,2.94
"12016",1,29,8,1,2,1,1,2,2.44
"12017",1,42,6,1,2,1,1,2,2.72
"12018",2,41,0,2,2,4,3,2,4.34
"12019",1,49,3,2,2,3,1,1,0.77
"12020",1,35,3,2,2,3,3,2,4.6
"12021",1,44,4,4,2,2,2,2,0.54
"12022",2,42,7,4,2,4,2,2,2.08
"12023",2,44,5,3,2,1,2,2,2.73
"12024",1,39,7,2,1,2,3,1,1.25
"12025",2,55,7,1,2,1,3,2,4.37
"12026",1,28,3,2,1,4,2,1,0.86
"12027",1,46,3,3,2,1,3,2,2.68
"12028",2,39,5,3,2,4,3,2,3.25
"12029",1,61,7,1,1,2,2,1,3.19
"12030",2,43,9,3,2,2,3,3,3.62
"12031",2,48,6,3,1,1,3,1,2.18
"12032",1,47,5,4,2,2,3,2,1.53
"12033",2,39,3,2,1,3,3,3,3.98
"12034",2,38,7,1,1,2,2,2,3.83
"12035",1,43,2,1,2,4,2,1,4.43
"12036",2,40,2,4,2,1,1,3,0.21
"12037",1,37,2,2,2,3,1,3,2.72
"12038",1,60,11,3,2,1,3,3,6.66
"12039",2,63,6,1,2,1,1,1,5.05
"12040",2,46,4,1,1,2,3,1,1.94
"12041",1,71,6,2,2,2,2,1,0.48
"12042",1,24,6,1,1,3,3,2,1.22
"12043",1,31,6,1,2,2,3,1,3.61
"12044",1,41,5,1,1,3,1,1,2.73
"12045",2,40,4,4,1,2,3,3,3.38
"12046",1,18,5,2,2,4,3,1,2.5
"12047",1,20,6,2,2,2,2,2,4.59
"12048",1,78,7,2,2,3,1,2,2.35
"12049",2,45,4,3,2,1,2,2,2.6
"12050",1,18,2,4,2,2,3,2,0.33
"12051",1,28,7,2,1,3,3,1,2.31
"12052",1,24,6,3,1,2,3,1,0.4
"12053",1,40,3,2,2,3,3,3,2.58
"12054",2,29,3,4,1,2,3,2,4.1
"12055",2,67,3,3,2,4,1,2,3.52
"12056",1,33,4,2,2,2,3,2,3.21
"12057",1,23,3,1,1,3,3,1,3.7
"12058",1,43,1,2,2,3,3,1,2.61
"12059",2,32,4,2,2,3,2,3,2.12
"12060",1,64,4,4,2,4,3,3,0.89
"12061",1,19,2,2,1,2,1,1,2.04
"12062",2,36,4,3,1,3,1,2,2.28
"12063",1,18,7,1,2,2,3,2,1.93
"12064",1,50,4,3,1,2,2,1,0.81
"12065",2,57,2,3,1,4,3,1,6.19
"12066",2,29,7,2,2,1,2,2,0.72
"12067",1,57,2,3,2,3,3,2,3.85
"12068",1,62,6,4,2,2,3,1,2.84
"12069",1,52,8,2,2,3,2,3,7.11
"12070",1,49,8,2,2,2,3,2,1.44
"12071",2,33,6,1,2,3,2,3,4.68
"12072",1,29,4,2,2,4,1,3,2.18
"12073",1,28,2,1,2,3,3,1,2.63
"12074",1,26,9,2,2,3,3,2,2.59
"12075",1,39,0,2,2,1,3,3,2.73
"12076",2,33,2,3,2,1,1,2,2.35
"12077",1,46,5,1,1,2,3,3,1.78
"12078",1,18,4,3,1,4,3,2,4.85
"12079",1,36,7,3,1,2,3,2,2.72
"12080",1,38,3,1,1,2,2,2,3.77
"12081",1,59,4,2,1,2,2,2,2.52
"12082",1,39,6,4,1,1,3,2,2.31
"12083",2,18,6,1,1,4,3,2,2.92
"12084",1,28,1,2,2,3,3,2,2.14
"12085",1,64,7,1,1,1,3,2,3.25
"12086",1,35,2,2,2,3,3,2,1.42
"12087",2,26,3,1,1,2,3,3,1.7
"12088",1,30,8,1,1,3,3,3,1.67
"12089",2,35,8,2,2,2,3,2,1.75
"12090",1,48,6,1,2,2,1,1,2.49
"12091",1,39,5,3,2,3,3,2,2.83
"12092",1,47,6,1,2,3,3,1,3.96
"12093",1,68,8,2,2,2,3,2,2.62
"12094",1,71,5,4,1,2,3,2,3.1
"12095",1,30,4,1,2,3,2,2,1.09
"12096",2,39,3,2,1,4,3,1,2.57
"12097",1,74,6,3,1,2,2,2,3.86
"12098",1,62,10,1,2,4,3,1,2.96
"12099",1,29,4,4,2,1,3,1,5.09
"12100",1,58,5,2,2,2,1,2,2.17
"12101",1,40,4,3,2,4,3,2,3.53
"12102",2,22,1,1,2,2,3,1,4.45
"12103",2,54,2,2,2,4,2,2,0.71
"12104",1,62,6,2,2,2,2,2,2.13
"12105",2,45,4,4,2,3,3,2,2.81
"12106",1,69,6,2,2,1,2,2,2.05
"12107",1,58,3,4,1,4,3,1,5.05
"12108",1,35,7,2,1,2,3,1,3.12
"12109",1,40,3,3,2,3,1,1,2.79
"12110",1,38,2,1,2,2,1,2,2.47
"12111",2,37,4,1,2,4,3,2,1.12
"12112",1,61,7,1,1,1,3,3,1.96
"12113",2,20,3,2,2,2,3,1,5.75
"12114",1,47,3,2,2,2,1,1,2.9
"12115",2,61,5,3,2,3,3,3,1.67
"12116",2,44,6,1,2,1,3,1,1.06
"12117",1,54,0,3,2,4,3,3,3.29
"12118",1,46,1,2,2,3,3,3,2.83
"12119",2,53,4,3,1,1,1,2,6.51
"12120",2,19,8,1,2,2,3,3,0.08
"12121",2,28,3,1,2,3,3,1,4.35
"12122",2,49,4,3,1,3,1,2,3.69
"12123",2,18,4,2,2,2,2,2,4.1
"12124",1,51,8,2,2,1,3,1,2.9
"12125",1,41,6,2,2,2,3,1,2.38
"12126",2,39,6,4,2,3,3,2,0.29
"12127",2,48,3,4,1,3,3,2,2.48
"12128",1,45,4,3,2,4,3,2,5.29
"12129",1,52,6,1,2,2,3,2,4.53
"12130",2,46,6,1,2,4,3,1,3.46
"12131",2,40,2,3,2,3,3,2,1.05
"12132",1,32,6,1,2,1,1,3,2.57
"12133",1,35,8,1,2,2,3,2,3.05
"12134",1,45,5,4,1,3,3,2,2.83
"12135",2,81,6,4,2,2,3,2,3.05
"12136",1,30,0,1,1,4,3,1,3.72
"12137",1,54,6,3,2,2,3,2,3.28
"12138",1,53,4,2,2,2,3,1,3.89
"12139",1,33,8,1,2,3,1,2,2.58
"12140",1,39,8,3,2,3,3,2,3.35
"12141",1,68,6,1,2,4,3,2,1.23
"12142",2,55,8,2,1,4,1,1,1.49
"12143",1,65,6,1,1,2,1,2,3.03
"12144",2,53,5,1,2,2,3,2,2.65
"12145",2,42,6,3,2,1,2,2,3.73
"12146",1,43,5,3,2,2,3,2,5.42
"12147",1,49,4,2,2,1,1,3,0.08
"12148",2,49,4,1,2,2,3,3,2.75
"12149",2,18,3,3,1,3,3,2,2.61
"12150",1,63,0,2,1,2,3,1,1.95
"12151",1,47,4,2,2,2,2,2,2.9
"12152",1,18,6,3,2,1,1,3,1.89
"12153",1,40,7,1,1,3,1,3,0.54
"12154",1,27,8,1,2,1,3,1,3.16
"12155",1,54,9,3,2,2,3,2,4.19
"12156",1,29,4,3,2,3,3,1,3.21
"12157",2,60,6,2,1,3,3,2,4.82
"12158",1,42,2,3,2,1,1,1,1.47
"12159",1,67,1,2,2,3,3,2,2.19
"12160",2,80,7,1,2,1,1,3,4.54
"12161",1,37,3,4,2,3,3,2,2.11
"12162",1,28,0,3,2,3,3,2,0.37
"12163",1,67,4,2,1,1,2,1,2.61
"12164",2,32,9,2,1,3,2,1,2.86
"12165",2,43,7,2,1,2,3,1,4.98
"12166",1,40,3,4,1,3,1,2,1.91
"12167",1,54,6,2,1,2,2,3,3.21
"12168",2,35,6,2,1,2,3,1,3.75
"12169",1,36,6,1,2,1,3,3,3.89
"12170",2,30,9,4,2,2,1,1,0.35
"12171",1,36,6,4,1,3,3,2,4.47
"12172",1,43,9,1,1,2,1,2,3.2
"12173",1,54,2,3,2,1,3,2,3.88
"12174",1,33,5,1,1,4,1,1,1.54
"12175",2,48,6,1,2,4,3,1,4.06
"12176",1,27,3,3,2,1,3,1,4.87
"12177",1,47,6,1,2,3,1,2,3.7
"12178",1,41,3,4,2,2,2,2,1.53
"12179",1,45,4,3,1,2,1,2,1.37
"12180",1,47,5,1,1,1,1,3,3.91
"12181",1,55,7,4,2,3,1,2,1.29
"12182",2,46,4,2,1,3,1,1,4.2
"12183",2,26,6,1,2,2,3,3,3.47
"12184",2,42,6,1,2,2,2,3,2.93
"12185",1,64,6,3,1,3,2,2,4.38
"12186",2,45,1,2,2,3,3,2,2.4
"12187",2,47,5,1,2,3,3,2,2.51
"12188",2,54,1,4,1,3,1,3,1.42
"12189",2,43,7,2,2,2,3,3,2.98
"12190",2,36,6,4,2,2,1,3,3.83
"12191",1,20,5,1,2,1,3,2,3.91
"12192",2,54,5,2,2,2,3,2,4.61
"12193",2,24,8,1,2,2,1,3,2.97
"12194",2,47,3,3,2,2,3,3,3.15
"12195",1,33,5,1,2,2,2,2,3.41
"12196",2,56,9,2,2,2,2,2,1.82
"12197",2,45,5,3,2,1,3,2,2.95
"12198",2,53,6,2,2,2,3,2,5.07
"12199",2,53,6,4,1,1,2,1,3.56
"12200",1,42,6,2,2,4,3,1,2.08
"12201",2,24,4,1,2,1,3,1,3.08
"12202",1,43,7,2,2,2,3,2,5.19
"12203",2,39,7,1,2,2,3,2,5.06
"12204",1,63,0,2,2,2,2,3,1.56
"12205",1,56,2,1,2,3,1,1,0.73
"12206",2,28,10,1,1,3,3,2,4.78
"12207",2,62,7,1,2,1,2,1,2.33
"12208",1,50,5,1,2,1,3,2,0.87
"12209",2,52,7,1,1,4,3,2,2.68
"12210",1,32,0,4,2,2,3,1,3.27
"12211",1,33,2,1,2,2,3,1,0.08
"12212",1,53,9,2,1,4,3,2,4.79
"12213",1,47,1,3,1,4,3,2,3.86
