;Gender;DriverAge;CarAge;Area;Leasing;Power;Fract;Contract;Exposure;Nbclaims
33778;1;27;1;2;2;3;1;1;1.57;0
33779;1;50;4;4;1;3;2;2;2.09;0
33780;1;80;4;3;2;2;3;2;4.7;0
33781;1;52;1;4;2;3;3;3;2.64;0
33782;2;56;3;2;1;3;3;3;3.76;0
33783;1;38;5;1;2;1;3;2;4.59;0
33784;1;38;5;1;2;2;3;3;1.54;0
33785;2;57;5;2;2;2;3;2;5.99;0
33786;1;18;6;3;2;3;3;2;2.05;0
33787;1;52;8;1;2;4;3;3;4.02;0
33788;2;39;2;1;2;2;3;2;3.57;0
33789;2;61;3;3;2;3;2;2;4.56;0
33790;1;19;5;4;2;2;1;1;4.45;1
33791;1;63;5;1;2;3;3;2;3.28;0
33792;2;18;7;2;2;2;1;3;3.72;0
33793;1;71;4;3;2;2;3;1;2.77;0
33794;2;41;1;2;1;2;3;1;3.38;0
33795;1;57;2;2;2;4;2;1;2.48;0
33796;2;43;7;3;2;2;2;2;2.54;0
33797;1;82;3;3;2;1;2;2;2.75;0
33798;1;34;1;3;2;2;2;3;4.1;0
33799;1;29;10;1;2;2;2;2;2.75;0
33800;1;44;3;1;2;3;3;2;3.37;0
33801;1;18;3;2;1;2;3;2;1.64;0
33802;1;54;3;2;2;2;3;2;3.14;0
33803;2;50;4;2;2;3;3;2;1.46;0
33804;1;38;5;2;2;3;3;1;3.78;0
33805;1;41;2;3;2;3;3;3;0.42;0
33806;1;35;5;3;2;1;3;2;1.69;0
33807;1;34;5;1;1;3;2;1;1.87;0
33808;2;43;3;2;2;2;3;2;1.64;0
33809;2;65;8;1;1;2;3;1;1.06;0
33810;1;50;4;4;1;3;3;2;3.42;0
33811;1;23;4;1;1;3;2;1;3.09;0
33812;2;55;5;4;2;3;3;1;4.54;0
33813;2;42;4;4;2;2;3;1;0.83;0
33814;1;48;5;3;1;2;3;3;4.36;0
33815;2;32;2;1;1;2;3;2;1.41;0
33816;1;72;7;2;2;1;1;2;4.11;0
33817;1;18;3;3;1;3;3;3;2.83;0
33818;1;45;6;4;2;4;3;1;3.44;0
33819;1;58;2;1;2;4;3;3;2.55;0
33820;2;35;3;2;2;2;1;2;0.94;0
33821;2;45;3;2;2;2;3;1;2.34;0
33822;1;30;6;2;2;3;3;1;1.17;0
33823;1;49;5;4;1;1;3;3;1.92;0
33824;1;46;3;3;2;2;3;3;3.54;0
33825;1;18;9;2;2;3;3;2;2.51;0
33826;1;24;2;2;2;2;3;1;4.46;0
33827;1;48;7;2;2;2;2;2;1.67;0
33828;2;38;6;2;2;2;3;2;5.03;0
33829;2;76;3;1;2;1;1;3;2.75;0
33830;1;34;8;4;2;2;3;2;4.98;0
33831;1;55;7;2;1;3;2;3;1.57;0
33832;1;58;7;3;1;2;3;2;3.89;0
33833;1;26;5;3;2;1;3;2;3.19;0
33834;1;33;9;1;2;2;3;2;5.16;1
33835;2;18;8;3;1;2;3;2;2.21;0
33836;2;23;3;3;2;1;1;3;3.29;1
33837;2;41;6;1;2;3;3;2;2.78;1
33838;2;24;7;1;2;1;3;2;6.5;0
33839;1;43;2;2;1;3;3;3;2.37;0
33840;1;33;7;3;2;1;3;2;3.15;0
33841;1;42;10;1;1;2;3;2;2.57;0
33842;1;55;13;3;2;3;2;2;5.43;0
33843;1;35;8;2;2;4;3;1;3.87;0
33844;2;32;5;1;2;1;3;2;0.08;0
33845;2;21;4;2;2;3;3;3;4.23;0
33846;2;44;5;1;2;2;3;2;1.99;0
33847;1;33;1;1;2;2;3;3;1.14;0
33848;2;41;2;2;1;2;1;1;6.16;0
33849;2;47;7;3;2;2;1;2;1.71;0
33850;2;38;4;2;1;2;1;1;3.63;0
33851;1;32;4;4;2;2;3;1;3.46;0
33852;1;33;6;2;1;2;3;1;5.39;0
33853;1;40;3;2;1;2;3;1;4.33;0
33854;2;56;2;2;1;2;3;2;5.38;0
33855;2;37;4;1;2;3;3;2;0.08;0
33856;2;65;4;1;2;3;3;1;3.61;0
33857;1;25;3;3;2;3;1;2;2.93;0
33858;1;29;4;3;1;2;1;2;2.89;0
33859;2;23;3;2;2;2;3;2;0.62;0
33860;1;19;8;1;2;2;2;1;4.77;0
33861;1;30;8;2;2;2;3;2;0.86;0
33862;1;47;5;1;2;2;3;2;4.26;0
33863;1;53;3;1;1;2;2;1;2.3;0
33864;1;35;7;1;1;1;3;3;5.91;0
33865;1;69;5;1;2;2;3;3;0.36;0
33866;1;51;7;2;2;2;2;1;2.68;0
33867;2;28;6;3;2;2;3;1;2.28;0
33868;1;48;4;1;2;2;1;3;3.84;0
33869;1;18;2;2;2;3;2;3;2.29;0
33870;2;24;6;1;1;4;3;2;0.44;0
33871;1;50;11;4;1;1;3;3;0.7;0
33872;1;49;3;1;1;1;3;2;3.41;0
33873;1;68;1;2;2;1;3;1;4.47;0
33874;2;38;2;1;2;3;3;3;2.01;0
33875;1;42;6;3;2;2;3;3;5.42;0
33876;1;34;0;2;2;2;2;2;7.01;1
33877;1;43;4;2;2;1;3;1;3.89;0
33878;2;40;4;1;1;3;3;1;3.03;0
33879;1;39;4;1;2;1;1;2;3.92;0
33880;1;33;6;1;2;3;3;3;1.49;0
33881;1;50;9;1;2;2;2;1;2.08;0
33882;2;50;4;3;2;2;2;1;4.97;0
33883;1;51;7;4;2;2;3;3;3.69;0
33884;1;52;4;2;2;3;3;3;3.92;0
33885;2;33;7;1;2;2;3;3;3.87;0
33886;1;28;6;3;2;1;3;1;3.54;0
33887;1;52;11;2;2;2;3;2;4.15;0
33888;2;31;11;1;2;2;3;3;0.21;0
33889;2;42;9;4;2;4;3;3;0.08;0
33890;1;31;7;1;2;4;3;2;4.55;0
33891;1;32;6;2;2;3;3;2;2.43;0
33892;1;49;0;3;2;2;3;2;3.84;0
33893;1;52;0;2;2;2;1;1;2.25;0
33894;1;35;9;1;2;4;3;2;4.21;0
33895;1;22;8;2;1;3;3;2;4.23;0
33896;1;44;3;2;2;1;3;3;2.45;0
33897;1;54;6;1;2;1;2;1;2.59;0
33898;1;55;7;4;2;4;3;2;1.04;0
33899;2;57;3;4;2;2;3;1;2.56;0
33900;2;48;1;1;2;3;2;2;3.5;0
33901;2;54;6;2;1;1;2;1;4.34;0
33902;1;46;5;3;2;2;3;3;1.07;0
33903;1;41;5;2;2;2;3;2;2.41;0
33904;1;59;5;3;2;2;3;3;3.45;0
33905;1;76;4;1;2;1;2;1;1.77;0
33906;1;52;7;2;1;3;3;1;1.93;0
33907;1;48;9;2;2;1;2;1;2.34;0
33908;1;65;3;3;2;2;3;1;3.31;0
33909;1;18;4;2;1;1;3;2;2.36;0
33910;2;71;6;1;2;2;3;2;5.4;0
33911;1;42;4;1;1;2;2;1;5.98;0
33912;1;53;6;4;2;2;2;3;3.41;0
33913;1;47;6;2;1;1;2;1;5.14;0
33914;1;50;2;3;1;4;2;1;0.86;0
33915;2;41;9;1;2;4;3;2;2.16;1
33916;2;20;6;1;1;2;3;3;1.33;0
33917;2;41;6;2;2;1;3;1;2.95;0
33918;2;52;2;1;1;2;3;2;2.25;0
33919;2;62;2;3;2;3;1;3;4.6;0
33920;1;54;4;4;2;4;3;2;4.69;0
33921;2;59;5;1;1;1;3;1;2.99;0
33922;1;36;5;4;2;2;3;2;3.71;0
33923;1;80;10;1;1;4;1;2;3.03;0
33924;1;26;1;2;1;3;3;1;6.17;0
33925;1;44;9;2;2;2;2;2;3.16;0
33926;1;52;3;3;2;2;3;1;4.36;0
33927;1;45;0;2;2;2;3;3;3.59;0
33928;1;31;6;3;2;2;1;3;4.12;0
33929;1;37;4;2;1;3;2;2;3.51;0
33930;1;57;6;3;2;2;3;2;0.08;0
33931;1;57;4;3;2;1;1;3;4.52;0
33932;1;52;6;1;2;3;2;2;2.79;0
33933;1;40;1;1;2;1;3;3;4.62;0
33934;2;40;8;3;2;3;2;3;5.75;0
33935;2;51;3;1;2;1;3;2;1.8;0
33936;1;40;6;1;1;2;1;2;2.01;0
33937;1;63;6;4;1;3;3;1;3.43;0
33938;1;57;1;4;1;2;3;2;3.55;0
33939;2;53;5;3;1;2;3;1;2.64;0
33940;1;38;6;1;2;2;3;2;3.72;0
33941;1;32;5;1;2;2;3;3;5.23;0
33942;1;69;1;4;1;3;2;1;1.65;0
33943;1;49;4;1;2;3;1;2;3;0
33944;1;41;9;4;2;2;2;1;1.17;0
33945;1;23;5;2;2;1;3;3;0.08;0
33946;1;56;2;4;2;2;3;2;4.81;0
33947;2;44;0;2;2;2;1;2;2.94;0
33948;1;39;1;2;2;3;3;1;3.81;0
33949;1;68;6;1;2;1;1;2;0.87;0
33950;1;24;0;3;2;1;2;2;1.93;0
33951;2;32;5;3;1;3;1;2;3.62;0
33952;1;67;6;1;1;2;3;2;3.48;0
33953;2;53;7;4;2;2;3;2;3.79;0
33954;1;39;2;2;1;1;2;2;2.58;0
33955;1;31;2;1;2;2;3;3;4.8;0
33956;2;82;5;4;2;2;1;2;3.1;0
33957;1;30;1;4;2;2;1;1;1.79;0
33958;2;42;6;2;2;2;2;2;1.44;0
33959;2;25;5;1;2;4;2;2;4.04;0
33960;2;20;7;2;2;3;3;3;4.55;0
33961;2;51;2;1;2;1;2;2;1.73;0
33962;1;18;4;2;2;2;2;3;1.27;0
33963;1;57;4;2;1;3;1;3;1.19;0
33964;1;57;1;4;2;1;2;1;4.02;0
33965;1;18;10;2;2;1;3;3;2.87;0
33966;1;32;5;1;1;2;2;1;0.77;0
33967;2;39;8;4;1;1;3;3;2.24;0
33968;2;45;4;4;1;3;3;1;5.27;0
33969;1;18;5;2;1;1;3;2;3.86;0
33970;1;28;5;3;2;2;3;2;2.09;0
33971;1;56;5;3;2;1;3;2;4.39;1
33972;2;34;5;2;1;3;3;2;4.76;0
33973;2;37;5;4;2;3;2;3;3.9;0
33974;2;30;4;2;2;3;2;2;2.33;0
33975;2;42;9;2;2;1;3;2;5.28;0
33976;1;37;3;2;1;2;3;3;3.24;1
33977;1;47;4;3;2;2;3;3;3.98;0
33978;1;25;9;1;2;2;1;1;3.22;0
33979;1;39;5;2;1;2;3;2;2.67;0
33980;1;54;3;4;2;2;1;1;2.97;0
33981;1;41;11;1;2;4;3;2;1.97;0
33982;1;41;4;3;1;3;2;1;4.11;0
33983;1;32;4;3;2;1;3;2;1.92;0
33984;1;53;8;4;2;1;3;2;3.02;0
33985;2;47;5;2;1;1;3;1;2.25;0
33986;1;45;4;1;1;2;3;2;3.44;0
33987;2;64;5;3;2;2;3;1;1.29;0
33988;1;55;5;4;1;4;1;3;0.1;0
33989;2;80;3;4;1;1;3;3;4.51;0
33990;1;34;9;3;2;2;1;2;0.68;0
33991;2;65;8;1;2;2;3;1;4.08;0
33992;1;70;4;3;1;3;3;3;4.38;0
33993;2;29;11;2;2;3;1;1;5.14;0
33994;1;45;3;2;2;2;3;2;3.51;0
33995;1;32;3;2;2;3;3;1;0.56;0
33996;1;18;7;3;1;2;1;1;1.77;0
33997;1;18;8;3;2;1;1;2;4.02;0
33998;1;27;3;2;1;2;3;2;1.41;0
33999;1;37;7;2;2;2;3;1;3.4;0
34000;2;24;5;4;2;3;3;1;4.77;0
34001;1;45;6;2;2;2;1;3;4.02;0
34002;1;25;4;2;2;2;2;1;5.02;0
34003;1;61;11;1;2;3;3;3;3.67;0
34004;2;34;7;2;2;2;1;2;2.07;0
34005;2;36;5;2;2;2;3;2;3.42;0
34006;1;37;7;3;1;3;2;1;2.09;0
34007;1;39;3;1;2;1;3;2;3.73;0
34008;2;48;7;2;2;3;1;2;3.02;0
34009;1;47;2;4;1;2;1;2;2.14;0
34010;2;29;1;1;2;2;3;2;2.17;0
34011;1;67;9;4;2;1;3;3;4.6;0
34012;2;58;4;2;2;2;3;1;2.38;0
34013;2;45;6;4;1;2;3;3;3.78;0
34014;1;61;7;2;2;2;3;2;0.08;0
34015;2;29;4;3;2;1;3;2;3.88;0
34016;1;52;4;2;1;3;2;2;0.42;0
34017;1;46;7;1;2;1;3;1;3.99;0
34018;1;51;2;3;2;2;3;3;3.38;0
34019;1;31;3;4;2;1;1;1;2.38;0
34020;2;56;5;4;1;1;3;3;3.34;0
34021;1;47;9;3;2;2;1;2;0.59;0
34022;1;42;5;3;2;3;3;1;1.23;0
34023;1;52;8;1;2;2;3;1;5.69;0
34024;2;41;4;4;2;4;3;1;3.67;0
34025;2;44;4;3;2;3;3;2;2.35;0
34026;1;29;9;2;2;3;3;2;1.48;0
34027;1;54;3;3;1;3;3;2;3.61;0
34028;2;45;4;1;2;1;3;1;2.2;0
34029;2;52;3;2;2;2;1;1;3.51;0
34030;1;18;7;4;2;2;3;2;4.76;0
34031;2;51;5;4;2;3;3;2;5.13;0
34032;1;57;7;2;2;3;3;3;3.91;0
34033;2;44;6;2;1;2;3;3;5.09;0
34034;1;44;9;1;2;1;1;2;4.75;0
34035;1;78;5;1;2;1;3;1;1.76;0
34036;1;57;3;1;1;4;3;2;3.06;0
34037;1;56;2;1;2;3;1;3;1.95;0
34038;2;18;3;1;1;1;3;2;2.81;0
34039;2;38;5;3;2;2;3;2;4.1;0
34040;1;41;6;3;2;4;3;3;1.2;0
34041;2;63;5;3;2;2;3;3;0.3;0
34042;2;79;4;2;2;3;3;2;2;0
34043;2;24;5;2;2;2;3;1;1.36;0
34044;2;46;8;4;1;4;3;3;1.83;0
34045;2;52;5;1;2;3;2;1;2;0
34046;1;44;7;2;2;2;3;2;3.63;0
34047;2;41;8;3;1;2;3;2;2.69;0
34048;2;44;5;1;2;3;3;2;7.13;0
34049;1;70;8;2;2;2;3;2;4.56;0
34050;1;63;6;1;2;1;3;3;2.67;0
34051;2;45;7;1;2;3;2;2;2.77;0
34052;2;61;3;3;1;3;3;1;3.09;0
34053;1;71;6;3;2;1;2;1;3.08;0
34054;2;61;5;2;2;2;3;2;1.88;0
34055;2;54;5;1;2;2;3;2;1.71;0
34056;2;41;4;2;2;1;3;2;1.66;0
34057;2;18;6;2;2;1;3;3;1.83;0
34058;1;36;9;2;2;3;2;2;4.05;0
34059;1;30;6;2;2;1;3;2;3.56;0
34060;1;61;5;1;1;2;2;2;2.82;0
34061;2;35;8;4;1;1;1;1;4.18;0
34062;2;25;1;3;2;1;3;2;4.59;0
34063;1;32;9;3;2;2;3;1;0.15;0
34064;2;41;7;3;2;2;2;1;4.41;0
34065;2;61;2;3;2;1;1;3;3.22;0
34066;1;44;1;2;2;3;2;2;5.34;0
34067;2;31;7;1;2;2;3;2;2.75;0
34068;1;57;6;2;2;3;1;2;5.16;0
34069;2;55;4;2;2;2;3;3;5.27;0
34070;1;58;2;2;2;4;1;2;3.41;0
34071;1;18;2;1;2;2;1;2;3.42;0
34072;2;32;1;3;2;3;1;2;4.12;0
34073;1;45;2;2;2;2;3;1;4.03;0
34074;1;72;6;1;1;2;3;2;4.2;0
34075;2;51;3;2;2;2;3;2;1.63;0
34076;1;31;8;3;2;1;3;3;3.84;0
34077;2;27;4;3;2;1;3;1;4.15;0
34078;1;29;4;2;2;4;3;2;3.21;0
34079;1;54;5;2;2;3;3;2;3;0
34080;1;22;0;1;2;2;3;2;3.27;1
34081;1;57;2;1;2;3;3;2;4.91;0
34082;1;56;9;3;2;3;3;2;2.6;0
34083;1;40;3;3;2;2;2;2;2.26;0
34084;1;43;8;2;2;2;3;2;2.9;0
34085;1;38;1;4;2;2;3;1;3.56;0
34086;2;34;7;2;2;1;2;2;0.09;0
34087;1;22;2;1;2;3;2;2;1.22;0
34088;2;37;6;1;1;1;1;3;1.57;0
34089;1;47;4;2;2;3;3;3;2.02;0
34090;2;46;5;4;2;2;1;2;4.56;0
34091;2;46;4;1;2;1;3;2;1.74;0
34092;1;49;6;2;2;1;3;1;0.78;0
34093;1;41;7;3;1;1;3;3;1.61;0
34094;1;36;3;2;2;2;1;1;2.94;0
34095;2;61;2;4;2;1;3;2;4.72;0
34096;2;52;9;1;1;2;3;1;0.94;0
34097;2;27;5;2;1;1;3;2;2.79;0
34098;2;33;8;1;1;2;1;1;6.48;0
34099;2;69;8;1;2;2;3;1;3.5;0
34100;1;53;1;4;2;1;2;1;0.08;0
34101;1;46;7;1;2;1;3;2;1.7;0
34102;2;60;7;1;2;2;3;1;1.6;0
34103;1;19;6;3;1;3;3;3;4.7;0
34104;2;42;7;2;2;3;3;2;1.49;0
34105;1;41;2;3;1;3;3;1;2.9;0
34106;2;22;6;4;2;3;1;1;4.61;0
34107;1;54;7;1;2;4;3;1;3.33;0
34108;1;39;6;4;2;4;3;3;6.07;0
34109;2;47;6;1;2;3;1;1;4.32;0
34110;1;41;5;3;2;3;2;2;1.14;0
34111;1;59;2;1;2;3;1;2;4.15;0
34112;1;20;6;1;2;2;2;2;0.99;0
34113;2;45;3;2;2;2;3;2;3.2;0
34114;1;42;5;3;2;4;3;1;3.5;0
34115;1;40;5;3;2;2;3;2;0.08;0
34116;1;37;8;3;1;3;1;2;2.1;0
34117;1;36;3;1;1;2;1;2;3.15;0
34118;1;55;6;2;1;1;1;2;1.18;0
34119;1;42;5;3;2;3;1;3;3.67;0
34120;1;48;5;1;2;3;3;3;4.37;0
34121;1;39;8;4;2;1;1;3;0.65;0
34122;2;54;7;2;1;2;3;2;3.36;0
34123;2;76;5;4;2;1;2;3;2.83;0
34124;1;62;5;1;2;2;3;1;2.89;0
34125;2;33;4;2;2;1;1;2;1.25;0
34126;1;18;8;3;2;2;3;2;2.07;0
34127;1;37;8;3;2;3;3;3;0.9;0
34128;1;38;3;2;1;1;3;2;3.77;0
34129;2;46;3;3;1;1;3;2;1.86;0
34130;2;28;6;2;2;1;3;1;5.93;0
34131;1;52;4;2;2;3;1;1;3.64;1
34132;1;52;8;1;2;2;3;2;1.81;0
34133;2;22;6;1;2;2;3;3;0.87;0
34134;2;64;6;4;2;4;1;1;5.61;0
34135;1;44;6;1;1;2;1;1;3.85;0
34136;2;18;5;2;2;2;3;2;1.85;0
34137;1;18;4;2;1;2;3;1;2.14;0
34138;1;33;3;1;2;2;3;2;1.96;0
34139;2;62;2;1;2;2;2;2;1.66;0
34140;2;47;7;3;1;3;3;3;1.43;0
34141;1;44;3;2;2;2;3;2;3.98;0
34142;2;57;5;2;2;3;1;1;3.76;0
34143;1;40;3;2;2;2;1;2;3.68;0
34144;1;43;5;1;2;3;3;2;4.75;0
34145;1;61;4;1;1;4;3;3;4.1;0
34146;1;39;7;2;2;3;1;2;3.17;0
34147;1;59;1;3;2;4;3;1;2.26;0
34148;1;32;2;1;2;3;3;1;2.02;0
34149;1;57;4;1;2;3;3;3;0.08;0
34150;2;26;0;4;2;2;3;3;3.89;0
34151;2;45;4;2;1;1;3;2;3.65;0
34152;1;28;0;2;1;1;3;2;4.57;0
34153;2;45;6;3;2;3;3;2;4.83;0
34154;1;57;3;1;2;3;2;1;2.1;0
34155;2;63;4;1;2;1;1;1;4.9;0
34156;2;18;5;2;2;4;3;2;2.45;0
34157;2;42;5;1;2;1;3;1;5.38;0
34158;2;34;3;2;1;2;3;1;2.57;0
34159;1;45;2;2;2;4;2;2;7;0
34160;1;57;5;2;2;2;3;1;4.19;0
34161;1;67;3;2;2;3;2;1;2.99;0
34162;1;37;4;2;1;2;3;2;3.07;0
34163;1;48;5;2;2;3;1;2;2.22;0
34164;1;47;3;1;2;2;3;2;2.62;0
34165;1;38;5;1;2;2;1;2;1.51;0
34166;2;23;8;1;2;2;1;3;2.98;0
34167;2;70;3;3;1;1;1;1;2.26;0
34168;1;52;8;4;2;3;3;2;2.57;1
34169;2;37;2;4;2;4;1;2;0.98;0
34170;1;44;5;3;2;2;3;2;4.66;0
34171;1;21;11;3;2;3;3;1;1.24;0
34172;1;39;4;1;1;2;3;2;3.39;0
34173;2;39;4;1;1;1;3;3;4.68;0
34174;2;40;3;2;2;2;3;2;3.6;0
34175;1;48;7;3;2;2;2;1;1.51;0
34176;2;48;4;3;2;1;3;2;3.79;0
34177;1;52;5;1;2;2;3;3;0.34;0
34178;1;34;5;1;2;1;3;1;2.75;1
34179;2;41;7;1;2;4;3;2;3.16;0
34180;2;34;0;4;2;1;3;3;2.55;0
34181;2;47;2;1;1;3;3;2;2.15;0
34182;1;30;6;4;2;3;1;2;2.09;0
34183;2;40;5;2;1;3;1;1;2.58;0
34184;1;44;5;3;1;2;1;2;2.09;0
34185;1;63;0;3;2;2;3;2;1.08;0
34186;1;36;1;1;2;4;3;1;1.07;0
34187;2;37;6;1;2;1;2;2;3.98;0
34188;2;45;5;2;2;2;3;2;1.95;0
34189;1;22;5;2;2;1;1;1;1.25;0
34190;1;44;3;1;1;1;2;1;2.18;0
34191;1;53;1;2;2;3;3;3;3.81;0
34192;2;63;5;2;2;3;3;2;0.54;0
34193;1;42;4;3;2;1;3;3;1.78;0
34194;2;37;7;4;1;1;1;1;3.56;0
34195;1;26;5;4;2;2;3;3;1.85;0
34196;2;45;4;1;2;1;3;2;4.16;0
34197;1;25;5;1;2;3;3;2;3.23;0
34198;2;63;9;4;2;4;1;3;3.22;0
34199;1;56;5;4;2;4;3;1;5.41;0
34200;1;20;3;4;1;3;3;2;4.15;0
34201;1;18;6;3;1;4;3;3;3.78;0
34202;2;23;4;2;2;2;2;3;2.48;0
34203;1;33;4;1;1;1;3;2;1.37;0
34204;2;55;13;4;2;3;3;2;2.03;0
34205;2;50;4;1;2;2;2;3;1.91;0
34206;2;50;9;3;2;2;2;1;2.44;0
34207;1;36;8;1;2;3;1;2;2.17;0
34208;1;39;2;1;2;2;1;1;3.03;0
34209;2;38;7;2;2;3;2;3;1.2;0
34210;2;42;3;2;2;4;3;2;2.25;0
34211;1;47;6;3;2;3;2;2;1.91;0
34212;1;33;5;1;2;2;3;3;2.83;0
34213;1;64;6;3;2;3;3;1;2.97;0
34214;1;63;2;3;2;1;3;2;3.86;0
34215;2;53;6;2;1;2;3;2;1.05;0
34216;1;44;8;1;2;2;3;1;4.18;0
34217;2;45;3;4;1;2;3;2;1.57;0
34218;2;55;9;4;2;2;1;1;3.34;0
34219;2;59;8;3;2;2;1;3;3.05;0
34220;2;61;7;1;2;2;3;3;0.81;0
34221;1;39;5;4;2;1;2;2;1.55;0
34222;1;71;6;4;1;1;2;1;2.79;0
34223;2;48;5;1;2;1;1;2;3.26;0
34224;1;21;7;3;1;2;1;2;4.3;0
34225;1;21;9;1;2;1;3;3;3.53;0
34226;1;27;4;2;2;1;3;2;4.38;1
34227;2;58;6;3;1;2;3;2;0.63;0
34228;1;58;3;1;2;2;1;1;2.68;0
34229;1;42;2;1;1;3;3;3;1.08;0
34230;2;47;5;1;2;2;3;2;2.94;0
34231;1;57;2;2;1;2;2;1;3.03;0
34232;1;36;5;2;1;4;2;1;2.89;0
34233;2;40;7;3;2;1;1;1;6;0
34234;1;34;5;1;1;3;3;2;1.01;0
34235;2;48;2;1;2;3;1;2;3.46;0
34236;1;36;4;4;2;1;3;2;0.59;0
34237;2;48;9;2;1;2;3;3;2.62;0
34238;1;61;7;1;2;3;2;2;5.01;0
34239;1;46;7;1;2;1;3;2;3.17;0
34240;2;57;8;4;2;2;3;2;2.78;0
34241;2;60;5;2;2;3;3;1;2.63;0
34242;1;39;8;1;1;1;3;2;2.28;0
34243;1;66;4;3;2;2;3;2;4.57;0
34244;2;33;4;1;1;3;2;1;2.96;0
34245;1;29;6;2;2;3;3;2;2.73;0
34246;1;47;9;1;2;2;2;1;1.46;0
34247;1;56;4;1;2;2;3;2;2.69;0
34248;2;66;3;2;1;1;3;2;0.68;0
34249;1;23;10;2;1;2;3;3;3.66;0
34250;1;46;4;1;1;2;3;2;2.36;0
34251;1;43;8;1;2;2;1;2;4.69;0
34252;1;46;7;3;1;2;3;2;3.95;0
34253;1;18;4;3;2;3;3;2;2.14;0
34254;1;30;10;2;2;2;3;1;0.61;0
34255;2;49;6;1;2;3;3;1;3.44;0
34256;2;47;8;4;1;2;2;1;6.26;1
34257;1;75;6;1;1;4;3;2;2.86;0
34258;2;58;5;4;2;1;1;2;3.66;0
34259;1;55;5;1;1;2;3;1;3.95;0
34260;1;49;4;1;1;2;1;2;5.95;0
34261;1;59;5;2;2;3;1;3;1.8;0
34262;2;23;9;3;1;4;3;3;4.23;0
34263;2;55;7;3;1;1;1;3;4.62;0
34264;1;27;8;3;2;3;1;2;2.53;0
34265;1;18;5;2;2;1;3;1;3.53;0
34266;1;52;4;3;2;2;3;2;3.25;0
34267;2;55;0;1;2;3;1;1;2.18;0
34268;1;52;2;3;2;2;3;1;7.6;1
34269;1;65;6;2;2;2;3;2;1.98;0
34270;2;18;6;2;2;2;3;1;1.77;0
34271;1;19;7;2;1;3;3;3;5.21;0
34272;2;42;5;1;2;1;1;3;0.54;0
34273;2;32;4;2;2;1;3;2;6.31;0
34274;1;63;8;2;1;2;3;2;4.14;0
34275;1;45;2;2;2;3;3;2;3.14;0
34276;1;24;6;3;2;2;3;1;4.82;0
34277;1;44;6;4;1;3;2;1;2.86;0
34278;1;45;7;2;2;3;3;2;6.16;0
34279;1;24;9;1;1;1;3;2;4.76;0
34280;1;39;5;2;2;3;3;2;2.84;0
34281;2;22;2;1;2;3;2;1;0.08;0
34282;2;53;5;4;1;2;2;1;2.33;0
34283;2;21;6;3;1;2;3;3;3.61;1
34284;1;32;6;1;2;4;3;2;3.37;1
34285;1;28;8;2;2;1;2;2;2.21;0
34286;1;76;5;1;2;3;1;3;2.08;0
34287;1;27;9;1;2;2;1;3;2.52;0
34288;2;81;5;2;2;2;3;1;0.67;0
34289;1;33;5;3;2;2;3;1;2.73;0
34290;1;41;5;3;1;3;3;2;1.62;0
34291;1;45;10;2;2;3;3;2;4.86;0
34292;1;75;0;2;1;3;3;2;5.32;1
34293;2;62;10;4;2;1;2;2;2.76;0
34294;1;70;5;2;2;2;3;2;0.08;0
34295;1;22;1;3;1;1;2;2;2.06;0
34296;1;59;6;1;2;1;1;3;2.64;0
34297;2;49;3;1;1;2;3;2;2.02;0
34298;2;43;8;2;2;1;3;2;5.94;0
34299;2;19;8;4;2;3;3;2;1.82;0
34300;1;56;3;1;2;4;3;1;4.9;0
34301;1;65;2;3;2;2;3;2;3.62;0
34302;1;53;3;1;2;2;3;2;2.92;0
34303;1;51;4;3;2;1;3;2;1.34;0
34304;2;66;3;2;2;4;2;1;3.21;0
34305;2;27;8;4;1;3;3;1;4.59;0
34306;1;40;7;3;2;2;3;3;2.44;0
34307;2;47;5;4;2;2;1;1;4.34;0
34308;1;34;6;4;2;1;3;3;1.42;0
34309;2;35;9;3;2;1;2;3;4.92;0
34310;1;26;8;4;1;1;1;1;3.84;0
34311;1;56;7;3;2;3;3;3;3.94;0
34312;1;45;3;3;2;2;3;1;4.23;0
34313;1;63;5;1;1;2;3;1;2.55;0
34314;1;18;12;4;1;3;2;2;2.63;0
34315;1;35;3;1;1;2;3;2;2.73;0
34316;1;58;4;1;2;2;3;1;4.54;0
34317;1;47;7;1;2;2;2;2;2.3;0
34318;1;27;4;2;2;2;1;2;3.61;0
34319;1;34;4;2;1;3;3;2;2.53;0
34320;1;60;4;2;2;3;1;1;2.04;0
34321;1;48;1;2;2;4;3;1;2.46;0
34322;1;42;7;2;2;3;3;2;4.36;0
34323;2;51;2;2;2;3;3;3;5.08;0
34324;1;34;9;3;2;3;3;3;2.41;0
34325;2;43;7;4;2;2;3;3;4.29;0
34326;1;36;5;1;2;1;3;2;2.26;0
34327;1;54;7;2;2;2;1;2;2.43;0
34328;2;53;6;1;2;4;3;3;5.11;0
34329;1;47;4;3;1;3;1;1;3.18;0
34330;1;19;4;1;2;1;3;2;2.47;0
34331;1;46;9;1;2;2;2;2;3.44;0
34332;1;31;10;1;1;2;3;2;1.45;0
34333;2;35;1;3;2;2;2;2;3.43;0
34334;1;44;1;2;1;4;3;2;1.11;0
34335;1;42;5;3;2;3;3;1;4.99;0
